,Input sentence,isComparative,subject,object,aspect,predicate,label
2418,Điều mọi người lăn tăn nhất trong thời điểm hiện tại có lẽ là độ bền của màn hình này.,0,[],[],[],[],[]
2419,"Samsung đã bảo vệ tấm nền bên dưới bằng một lớp kính siêu mỏng, nhưng phủ lên trên một lớp nhựa.",0,[],[],[],[],[]
2420,Thứ bạn thực sự chạm vào hàng ngày là nhựa và nó không thể chống xước tốt bằng kính.,0,[],[],[],[],[]
2421,"Do vậy khi cầm Z Flip trên tay, bạn phải “nâng như nâng trứng, hứng như hứng hoa”.",0,[],[],[],[],[]
2422,Móng tay của bạn cũng có thể gây ra vết xước trên màn hình này.,0,[],[],[],[],[]
2423,alt: đánh giá Galaxy z flip 5,0,[],[],[],[],[]
2424,des:,0,[],[],[],[],[]
2425,"Z Flip có một chiếc màn hình nhỏ ở mặt lưng, đặt bên cạnh cụm camera.",0,[],[],[],[],[]
2426,"Bình thường, bạn có thể nhìn thấy ngày giờ và phần trăm pin qua màn hình này.",0,[],[],[],[],[]
2427,Và đây cũng là một màn hình cảm ứng.,0,[],[],[],[],[]
2428,Người dùng có thể điều khiển nhạc và tắt báo thức mà không cần mở máy lên.,0,[],[],[],[],[]
2429,Màn hình này cũng hữu dụng khi bạn có thể chụp selfie với camera sau.,0,[],[],[],[],[]
2430,alt: đánh giá Galaxy z flip 6,0,[],[],[],[],[]
2431,des:,0,[],[],[],[],[]
2432,Camera,0,[],[],[],[],[]
2433,Z Flip có cụm 2 camera chính – nghe có vẻ hơi yếu thế so với thị trường smartphone hiện tại.,1,"['1&&Z', '2&&Flip']","['17&&thị', '18&&trường', '19&&smartphone', '20&&hiện', '21&&tại']","['4&&cụm', '5&&2', '6&&camera', '7&&chính']","['12&&hơi', '13&&yếu', '14&&thế', '15&&so', '16&&với']",COM-
2434,"Samsung mang tới một camera chính và một camera góc siêu rộng, cả hai đều có độ phân giải 12MP.",1,"['14&&cả', '15&&hai']","['14&&cả', '15&&hai']","['18&&độ', '19&&phân', '20&&giải', '21&&12MP']","['16&&đều', '17&&có']",EQL
2435,"Cảm biến chính có thông số giống như chiếc S10 Plus, và camera góc rộng có một chút nâng cấp nhẹ so với thiết bị năm ngoái.",1,"['1&&Cảm', '2&&biến', '3&&chính']","['9&&chiếc', '10&&S10', '11&&Plus']","['5&&thông', '6&&số']","['7&&giống', '8&&như']",EQL
2436,"Cảm biến chính có thông số giống như chiếc S10 Plus, và camera góc rộng có một chút nâng cấp nhẹ so với thiết bị năm ngoái.",1,[],"['25&&thiết', '26&&bị', '27&&năm', '28&&ngoái']","['14&&camera', '15&&góc', '16&&rộng']","['18&&một', '19&&chút', '20&&nâng', '21&&cấp', '22&&nhẹ', '23&&so', '24&&với']",COM+
2437,"Cảm biến chính có thông số giống như chiếc S10 Plus, và camera góc rộng có một chút nâng cấp nhẹ so với thiết bị năm ngoái.",1,[],"['9&&chiếc', '10&&S10', '11&&Plus']","['1&&Cảm', '2&&biến', '3&&chính']","['5&&thông', '6&&số', '7&&giống', '8&&như']",EQL
2438,"Về phần mềm, tính năng Chụp một chạm đã có mặt trên chiếc điện thoại này.",0,[],[],[],[],[]
2439,"Ngoài ra, chế độ chụp đêm, quay video siêu ổn định và chụp thủ công vẫn là những thứ người dùng được trải nghiệm.",0,[],[],[],[],[]
2440,alt:,0,[],[],[],[],[]
2441,des: Ảnh chụp từ cụm camera kép của Galaxy Z Flip,0,[],[],[],[],[]
2442,alt:,0,[],[],[],[],[]
2443,des: Ảnh chụp từ cụm camera kép của Galaxy Z Flip,0,[],[],[],[],[]
2444,Camera trước của máy có độ phân giải 10MP.,0,[],[],[],[],[]
2445,Samsung cũng cho phép bạn chụp selfie với camera sau qua màn hình phụ khi máy gập lại.,0,[],[],[],[],[]
2446,Thao tác này thực sự gọn nhẹ.,0,[],[],[],[],[]
2447,"Chỉ cần bấm hai lần vào phím nguồn, màn hình phụ ở cạnh camera sẽ trở thành một viewfinder để chụp selfie.",0,[],[],[],[],[]
2448,Vẫn còn một cách chụp thú vị khác trên Galaxy Z Flip.,0,[],[],[],[],[]
2449,"Người dùng có thể mở máy theo hình chữ L, đặt máy trên bề mặt phẳng và hẹn giờ chụp.",0,[],[],[],[],[]
2450,Giờ thì bạn có thể chụp ảnh cả một bữa tiệc mà không cần cầm điện thoại.,0,[],[],[],[],[]
2451,Chất lượng hình ảnh cho ra là khá ổn.,0,[],[],[],[],[]
2452,Ảnh cho ra khá giống chiếc Galaxy S10e năm ngoái.,1,[],"['6&&chiếc', '7&&Galaxy', '8&&S10e', '9&&năm', '10&&ngoái']",['1&&Ảnh'],"['4&&khá', '5&&giống']",EQL
2453,"Ngoài ra, độ nét đã được cải thiện khá nhiều.",1,"['4&&độ', '5&&nét']",[],[],"['7&&được', '8&&cải', '9&&thiện', '10&&khá', '11&&nhiều']",COM+
2454,alt: Galaxy-Z-Flip-photo-main-camera-2,0,[],[],[],[],[]
2455,des: Một vài hình ảnh chụp từ Galaxy Z Flip,0,[],[],[],[],[]
2456,Hiệu năng và phần mềm,0,[],[],[],[],[]
2457,Cấu hình của Galaxy Z Flip khó có thể được đánh giá thấp.,0,[],[],[],[],[]
2458,Máy được trang bị CPU Snapdragon 855+.,0,[],[],[],[],[]
2459,Đây không phải cấu hình khủng nhất năm nay.,1,['1&&Đây'],[],"['4&&cấu', '5&&hình']","['2&&không', '3&&phải', '4&&cấu', '5&&hình', '6&&khủng', '7&&nhất', '8&&năm', '9&&nay']",COM-
2460,"Ngoài ra, máy có RAM 8 RAM và bộ nhớ 256GB – những con số rất đủ dùng.",0,[],[],[],[],[]
2461,Một điểm kì lạ là bạn không thể lắp thêm thẻ nhớ trên chiếc điện thoại này.,0,[],[],[],[],[]
2462,"Với cấu hình như vậy, hiệu năng của máy tuy không phải top đầu nhưng cũng vô cùng mạnh mẽ.",1,"['7&&hiệu', '8&&năng', '9&&của', '10&&máy']",[],[],"['12&&không', '13&&phải', '14&&top', '15&&đầu']",COM-
2463,"Máy đạt khoảng 440.000 điểm AnTuTu, chỉ kém iPhone 11 Pro một tẹo.",1,['1&&Máy'],"['10&&iPhone', '11&&11', '12&&Pro']","['5&&điểm', '6&&AnTuTu']","['9&&kém', '10&&iPhone', '11&&11', '12&&Pro', '13&&một', '14&&tẹo']",COM-
2464,Hiếm có game hay ứng dụng nào có thể gây khó khăn cho chiếc điện thoại này.,0,[],[],[],[],[]
2465,Tất nhiên vẫn có một vài hiện tượng giật mà chúng ta khó tránh khỏi khi dùng các thiết bị Samsung.,0,[],[],[],[],[]
2466,Rõ ràng hiện tượng này đến từ phần mềm nặng nề mà nhà sản xuất này mang lên các đời điện thoại.,0,[],[],[],[],[]
2467,Z Flip đang chạy trên Android 10 với giao diện One UI 2.0.,0,[],[],[],[],[]
2468,"Ở phiên bản này, có rất nhiều tính năng hay ho như chế độ tối và đặc biệt là Quick Share.",0,[],[],[],[],[]
2469,"Đây là tính năng tương tự Airdrop trên iOS, cho phép gửi file nhanh chóng giữa các máy thông qua Wi-Fi Direct.",0,[],[],[],[],[]
2470,"Nếu bạn chuyển sang sử dụng Z Flip từ các thiết bị Samsung khác, bạn sẽ thấy một sự quen thuộc như ở nhà vậy.",0,[],[],[],[],[]
2471,Thời lượng pin: Tốt hơn dự đoán rất nhiều,1,[],"['7&&dự', '8&&đoán']","['1&&Thời', '2&&lượng', '3&&pin']","['5&&Tốt', '6&&hơn', '7&&dự', '8&&đoán', '9&&rất', '10&&nhiều']",COM+
2472,"Qua những video “mổ xẻ”, người dùng được chiêm ngưỡng cách thiết kế pin khá hay của Galaxy Z Flip.",0,[],[],[],[],[]
2473,"Hai viên pin của máy được đặt ở hai nửa, với dung lượng tổng cộng là 3.300mAh.",0,[],[],[],[],[]
2474,"Con số này nhỏ hơn các flagship trên thị trường, nhưng những gì nó đem lại là rất ổn.",1,[],"['6&&các', '7&&flagship', '8&&trên', '9&&thị', '10&&trường']","['1&&Con', '2&&số', '3&&này']","['4&&nhỏ', '5&&hơn']",COM-
2475,Chiếc điện thoại này sẽ không trụ nổi 2 ngày.,0,[],[],[],[],[]
2476,Nhưng bạn sẽ không gặp vấn đề gì với một ngày sử dụng.,0,[],[],[],[],[]
2477,Một ngày bình thường của mình sẽ kết thúc với 35% còn lại.,0,[],[],[],[],[]
2478,"Theo kết quả đo đạc, thì thời lượng pin của chiếc máy này sẽ tương đương với iPhone 11 Pro.",1,"['12&&chiếc', '13&&máy', '14&&này']","['19&&iPhone', '20&&11', '21&&Pro']","['8&&thời', '9&&lượng', '10&&pin']","['16&&tương', '17&&đương', '18&&với']",EQL
2479,Z Flip cũng không có khả năng sạc nhanh vượt trội như Galaxy S20.,1,"['1&&Z', '2&&Flip']","['13&&Galaxy', '14&&S20']","['6&&khả', '7&&năng', '8&&sạc', '9&&nhanh', '10&&vượt', '11&&trội']","['4&&không', '5&&có', '6&&khả', '7&&năng', '8&&sạc', '9&&nhanh', '10&&vượt', '11&&trội', '12&&như']",DIF
2480,Cục sạc đi kèm máy có nguồn ra chỉ 9V-1.67A.,0,[],[],[],[],[]
2481,"Máy vẫn hỗ trợ sạc không dây, nhưng hơi kì cục một chút.",0,[],[],[],[],[]
2482,Bộ phận sạc không dây trên chiếc máy này nằm ở nửa dưới thay vì chính giữa như nhiều smartphone khác.,0,[],[],[],[],[]
2483,"Vì vậy, bạn phải gập máy lại để có thể đặt lên đế sạc không dây.",0,[],[],[],[],[]
2484,Tạm kết,0,[],[],[],[],[]
2485,Thật khó để đánh giá Galaxy Z Flip.,0,[],[],[],[],[]
2486,Đây là một thiết bị “cách mạng” của Samsung.,0,[],[],[],[],[]
2487,Samsung thực sự đã đầu tư rất nhiều cho thiết kế của chiếc máy này.,0,[],[],[],[],[]
2488,"Nó thực sự đẹp, nhưng bạn sẽ không thể mong chờ độ bền ấn tượng.",0,[],[],[],[],[]
2489,Dù sao đây vẫn smartphone gập rẻ và bền nhất bạn có thể mua ở thời điểm hiện tại.,0,[],[],[],[],[]
2490,title: So sánh camera iPhone SE 2022 và iPhone 13 Pro: Chất lượng ảnh như thế nào?,0,[],[],[],[],[]
2491,Chất lượng chụp ảnh trên camera iPhone SE 2022 5G so với iPhone 13 Pro series sẽ như thế nào?,0,[],[],[],[],[]
2492,iPhone 13 Pro và iPhone 13 Pro Max là một trong những điện thoại sở hữu camera tốt nhất hiện nay.,1,"['1&&iPhone', '2&&13', '3&&Pro']",[],['17&&camera'],"['18&&tốt', '19&&nhất']",SUP+
2493,iPhone 13 Pro và iPhone 13 Pro Max là một trong những điện thoại sở hữu camera tốt nhất hiện nay.,1,"['5&&iPhone', '6&&13', '7&&Pro', '8&&Max']",[],['17&&camera'],"['18&&tốt', '19&&nhất']",SUP+
2494,"Đây cũng là đối thủ nặng ký của Galaxy S22 Ultra khi có khả năng quay video 4K, ống kính siêu rộng và ống kính tele 3x.",0,[],[],[],[],[]
2495,Apple đã mang đến khá nhiều tính năng hấp dẫn cho máy như Deep Fusion.,0,[],[],[],[],[]
2496,Thật bất ngờ khi tính năng này cũng xuất hiện trên model iPhone SE 2022 5G giá rẻ mới nhất.,1,[],"['12&&model', '13&&iPhone', '14&&SE', '15&&2022', '16&&5G', '17&&giá', '18&&rẻ', '19&&mới', '20&&nhất']","['5&&tính', '6&&năng', '7&&này']","['8&&cũng', '9&&xuất', '10&&hiện']",EQL
2497,Vậy sự khác biệt giữa camera iPhone rẻ nhất và iPhone đắt nhất của Apple là như thế nào?,0,[],[],[],[],[]
2498,Đặc biệt khi cả hai điện thoại đều được trang bị chip A15 hàng đầu và hỗ trợ các công cụ chính ảnh như Smart HDR.,0,[],[],[],[],[]
2499,Thông số camera trên hai điện thoại,0,[],[],[],[],[]
2500,iPhone SE 2022 5G chỉ được trang bị 1 ống kính có độ phân giải 12MP.,0,[],[],[],[],[]
2501,Trong khi iPhone 13 Pro được tích hợp 3 cảm biến sau.,0,[],[],[],[],[]
2502,"Các cảm biến này bao gồm: camera chính, camera góc siêu rộng cùng với camera tele có cùng độ phân giải 12MP.",0,[],[],[],[],[]
2503,Mặc dù vậy nhưng cả hai model điều có một số điểm chung nhờ sở hữu phần cứng mạnh mẽ.,0,[],[],[],[],[]
2504,Hãy cùng xem chất lượng hình ảnh chụp từ camera trên hai mẫu iPhone này nhé!,0,[],[],[],[],[]
2505,alt: Camera iPhone 13 Pro được trang bị 3 ống kính,0,[],[],[],[],[]
2506,des:,0,[],[],[],[],[]
2507,Camera iPhone 13 Pro được trang bị 3 ống kính,0,[],[],[],[],[]
2508,1/ Khả năng chụp ảnh phong cảnh và HDR,0,[],[],[],[],[]
2509,"Trong điều kiện ánh sáng lý tưởng, tất cả các thiết bị ra mắt gần đây đều mang đến chất lượng khá tốt.",0,[],[],[],[],[]
2510,Không có gì bất ngờ khi khả năng chụp ảnh trên iPhone 13 Pro rất ấn tượng.,0,[],[],[],[],[]
2511,Tuy nhiên iPhone SE 2022 5G mới khiến chúng ta ngạc nhiên khi tạp ra những hình ảnh thực đẹp mắt và có chất lượng gần giống với mẫu iPhone đắt tiền hơn.,1,"['3&&iPhone', '4&&SE', '5&&2022', '6&&5G']","['29&&mẫu', '30&&iPhone', '31&&đắt', '32&&tiền', '33&&hơn']","['16&&những', '17&&hình', '18&&ảnh', '19&&thực']","['24&&chất', '25&&lượng', '26&&gần', '27&&giống']",EQL
2512,alt: Khả năng chụp ảnh phong cảnh trên iPhone SE 2022 5G và iPhone 13 Pro,0,[],[],[],[],[]
2513,des:,0,[],[],[],[],[]
2514,Khả năng chụp ảnh phong cảnh trên iPhone SE 2022 5G và iPhone 13 Pro,0,[],[],[],[],[]
2515,Cả hai điện thoại đều được tích hợp Smart HDR và mỗi sản phẩm đều làm tốt công việc cân bằng giữa bóng và chi tiết nổi bật.,1,"['1&&Cả', '2&&hai', '3&&điện', '4&&thoại']","['1&&Cả', '2&&hai', '3&&điện', '4&&thoại']","['7&&tích', '8&&hợp', '9&&Smart', '10&&HDR']",['5&&đều'],EQL
2516,"Mặc dù dải động của cảm biến trên  iPhone SEmới không tốt bằng iPhone 13 Pro trong các điều kiện ánh sáng yếu, nhưng sự khác biệt không quá ấn tượn.",1,"['9&&iPhone', '10&&SEmới']","['14&&iPhone', '15&&13', '16&&Pro']","['3&&dải', '4&&động', '5&&của', '6&&cảm', '7&&biến']","['11&&không', '12&&tốt', '13&&bằng']",COM-
2517,Điện thoại iPhone 13 Pro cũng có cảm biến hình ảnh lớn hơn iPhone SE 2022.,1,"['1&&Điện', '2&&thoại', '3&&iPhone', '4&&13', '5&&Pro']","['14&&iPhone', '15&&SE', '16&&2022']","['8&&cảm', '9&&biến', '10&&hình', '11&&ảnh']","['12&&lớn', '13&&hơn']",COM+
2518,Điều này có nghĩa là model đắt tiền hơn có được độ sâu trường ảnh nông hơn trong một số bức ảnh.,1,"['6&&model', '7&&đắt', '8&&tiền', '9&&hơn']",[],"['12&&độ', '13&&sâu', '14&&trường', '15&&ảnh']","['16&&nông', '17&&hơn', '18&&trong', '19&&một', '20&&số', '21&&bức', '22&&ảnh']",COM
2519,"Hãy xem bức ảnh bên dưới,chúng ta sẽ thấy được chất lượng hình ảnh được chụp từ hai model.",0,[],[],[],[],[]
2520,2/ Deep Fusion,0,[],[],[],[],[]
2521,"Cả hai điện thoại đều được tích hợp Deep Fusion, một kỹ thuật xử lý hình ảnh được thiết kế để giúp cải thiện độ chi tiết trong các bức ảnh chụp ánh sáng trung bình đến thiếu sáng.",1,"['1&&Cả', '2&&hai', '3&&điện', '4&&thoại']","['1&&Cả', '2&&hai', '3&&điện', '4&&thoại']","['9&&Deep', '10&&Fusion']","['5&&đều', '6&&được', '7&&tích', '8&&hợp']",EQL
2522,"Mặc dù bạn không có cách nào để biết khi nào Deep Fusion được kích hoạt, nhưng iPhone SE 2022 có thể tạo ra hình ảnh gần giống với iPhone 13 Pro về độ sắc nét và chi tiết khi chụp ảnh trong điều kiện ánh sáng trung bình (hoặc trong nhà).",1,"['19&&iPhone', '20&&SE', '21&&2022']","['31&&iPhone', '32&&13', '33&&Pro']","['35&&độ', '36&&sắc', '37&&nét']","['28&&gần', '29&&giống']",EQL
2523,"Mặc dù bạn không có cách nào để biết khi nào Deep Fusion được kích hoạt, nhưng iPhone SE 2022 có thể tạo ra hình ảnh gần giống với iPhone 13 Pro về độ sắc nét và chi tiết khi chụp ảnh trong điều kiện ánh sáng trung bình (hoặc trong nhà).",1,"['19&&iPhone', '20&&SE', '21&&2022']","['31&&iPhone', '32&&13', '33&&Pro']","['39&&chi', '40&&tiết']","['28&&gần', '29&&giống']",EQL
2524,alt: Khả năng chụp ảnh Deep Fusion iPhone 13 Pro và iPhone SE 2022 5G,0,[],[],[],[],[]
2525,des:,0,[],[],[],[],[]
2526,Khả năng chụp ảnh Deep Fusion iPhone 13 Pro và iPhone SE 2022 5G,0,[],[],[],[],[]
2527,"Mẫu iPhone SE mới, có khả năng hiển thị chi tiết trong điều kiện ánh sáng trung bình là một ưu điểm lớn so với iPhone SE  2020.",1,"['1&&Mẫu', '2&&iPhone', '3&&SE', '4&&mới']","['27&&iPhone', '28&&SE', '29&&2020']","['9&&hiển', '10&&thị', '11&&chi', '12&&tiết', '13&&trong', '14&&điều', '15&&kiện', '16&&ánh', '17&&sáng', '18&&trung', '19&&bình']","['22&&ưu', '23&&điểm', '24&&lớn', '25&&so', '26&&với']",COM+
2528,Trong điều kiện ánh sáng yếu thì chất lượng hình ảnh của điện thoại iPhone giá rẻ̉không thật sự tốt.,0,[],[],[],[],[]
2529,Điều này cũng dễ hiểu khi máy không có chế độ ban đêm như trên iPhone 13 Pro.,0,[],[],[],[],[]
2530,"Hình ảnh được chụp vào ban đêm không có nhiều ánh sáng xung quanh, trông khá nhiễu vì điện thoại không thể chụp ảnh phơi sáng lâu hơn.",0,[],[],[],[],[]
2531,"Việc không được trang bị chế độ ban đêm là một thiếu sót trên iPhone SE 2022, đặc biệt là khi so sánh với các mẫu Android tầm trung.",0,[],[],[],[],[]
2532,"Các điện thoại giá rẻ như Google Pixel 5A, Galaxy A53 5G...được ra mắt gần đây đều được trang bị tính năng này.",0,[],[],[],[],[]
2533,3/ Chụp ảnh ở chế độ chân dung,0,[],[],[],[],[]
2534,"Ở khía cạnh này, chiến thắng hoàn toàn thuộc về iPhone 13 Pro.",1,"['12&&iPhone', '13&&13', '14&&Pro']",[],"['2&&khía', '3&&cạnh', '4&&này']","['6&&chiến', '7&&thắng', '8&&hoàn', '9&&toàn']",COM+
